6.189672460026626188e-01,6.189672460026626188e-01,6.189672460026626188e-01,6.189672460026626188e-01,6.189672460026626188e-01
6.027215486114276821e-01,6.027215486114276821e-01,6.027215486114276821e-01,6.027215486114276821e-01,6.027215486114276821e-01
5.832111011732407091e-01,5.832111011732407091e-01,5.832111011732407091e-01,5.832111011732407091e-01,5.832111011732407091e-01
5.596261828549162765e-01,5.596261828549162765e-01,5.596261828549162765e-01,5.596261828549162765e-01,5.596261828549162765e-01
5.320789120205906553e-01,5.320789120205906553e-01,5.320789120205906553e-01,5.320789120205906553e-01,5.320789120205906553e-01
5.065601009661582221e-01,5.065601009661582221e-01,5.065601009661582221e-01,5.065601009661582221e-01,5.065601009661582221e-01
4.932903788177864790e-01,4.932903788177864790e-01,4.932903788177864790e-01,4.932903788177864790e-01,4.932903788177864790e-01
4.880777803449780627e-01,4.880777803449780627e-01,4.880777803449780627e-01,4.880777803449780627e-01,4.880777803449780627e-01
4.856400171395861554e-01,4.856400171395861554e-01,4.856400171395861554e-01,4.856400171395861554e-01,4.856400171395861554e-01
4.842712894567446913e-01,4.842712894567446913e-01,4.842712894567446913e-01,4.842712894567446913e-01,4.842712894567446913e-01
4.834048964543078419e-01,4.834048964543078419e-01,4.834048964543078419e-01,4.834048964543078419e-01,4.834048964543078419e-01
