8.554893028546295408e-01,9.032472565192438685e-01,9.509959200204447516e-01,9.941916240141908112e-01,1.031964058982031585e+00
8.652195844435769390e-01,9.095113561602773400e-01,9.569318340552606106e-01,1.001182828764526578e+00,1.040565914678810877e+00
8.814818027049667881e-01,9.205925257732252565e-01,9.667010344467591443e-01,1.011716523920089372e+00,1.052740636512180528e+00
9.071873223019009114e-01,9.393260747618115136e-01,9.823864737790199975e-01,1.027482683765008620e+00,1.070032344545688519e+00
9.443587898168900319e-01,9.683945027818349205e-01,1.005577713676131246e+00,1.049113237050783853e+00,1.092587251311542884e+00
9.839398624206163735e-01,1.000032590834325497e+00,1.027767636202016055e+00,1.065838671139649030e+00,1.107937218918755296e+00
1.004178642372436370e+00,1.013784870997445520e+00,1.030508919075834307e+00,1.057159251868150296e+00,1.092163068030410411e+00
1.010134518320207064e+00,1.015363038167878429e+00,1.023719306813462904e+00,1.037269555623555828e+00,1.058153162442888595e+00
1.011535805311421843e+00,1.014088156970514243e+00,1.017704681822014789e+00,1.022940371897892886e+00,1.030679543721931823e+00
1.011530268995396442e+00,1.012486283911926854e+00,1.013696910519428895e+00,1.015227946296874073e+00,1.017171785926808347e+00
1.011067969619835916e+00,1.011067969619835916e+00,1.011067969619835916e+00,1.011067969619835916e+00,1.011067969619835916e+00
