3.332501773355867059e-03,4.308504436555948836e-03,5.610179772630563555e-03,7.356677153248947221e-03,9.718955587131761220e-03
3.671741207541212582e-03,4.513068988566071305e-03,5.617288790228602835e-03,7.072764216509486168e-03,9.004515569001059205e-03
3.967322855467081411e-03,4.683552374477484292e-03,5.609606065277050746e-03,6.808131122876037722e-03,8.367668204957601219e-03
4.225472153799980646e-03,4.826118133076207073e-03,5.591056055078480469e-03,6.563260044329832787e-03,7.803037827870284993e-03
4.451792376378271854e-03,4.945631541615869153e-03,5.564774061855182197e-03,6.338205928075435480e-03,7.304653820563222766e-03
4.650974680370012493e-03,5.045912687655085271e-03,5.533604525557844767e-03,6.132452326615855931e-03,6.865536521496129474e-03
4.826816862136373842e-03,5.129938229526120885e-03,5.499173074001828532e-03,5.944692894743308642e-03,6.479793420112511804e-03
4.982499074404178607e-03,5.200741268306940945e-03,5.462904215207453618e-03,5.774236252043762896e-03,6.140826295469747897e-03
5.120429574172358222e-03,5.260298931484497231e-03,5.425859667352095350e-03,5.619358648245142973e-03,5.843203149135556274e-03
5.242600824916010538e-03,5.309828974697228254e-03,5.388293403857158381e-03,5.478702526449219512e-03,5.581376453064001986e-03
5.350310708036154494e-03,5.350310708036154494e-03,5.350310708036154494e-03,5.350310708036154494e-03,5.350310708036154494e-03
