5.408246728388426128e-01,5.666907807912890949e-01,5.887411995166077494e-01,6.071844806084937263e-01,6.227083761956491159e-01
5.244770106779460539e-01,5.489226095281654061e-01,5.714173467797241113e-01,5.907368309036874487e-01,6.071844806084937263e-01
5.099318065213724882e-01,5.298663032479467017e-01,5.515683175692689399e-01,5.714173563399946865e-01,5.887411995166077494e-01
4.996654086552796414e-01,5.121046095648317253e-01,5.298663051242235023e-01,5.489225791262649645e-01,5.666907807912890949e-01
4.935961924961214109e-01,4.996654086552796414e-01,5.099318065213724882e-01,5.244770106779460539e-01,5.408246919306458622e-01
4.900797144513587833e-01,4.928745926750222051e-01,4.972543338479276098e-01,5.041963707129939465e-01,5.143951992729941525e-01
4.879118770897613588e-01,4.892467465522696290e-01,4.910575323952580673e-01,4.935961924961214109e-01,4.972543338479276098e-01
4.864772040166707168e-01,4.871267415050611893e-01,4.879118770897613588e-01,4.888758046659003043e-01,4.900797109865087098e-01
4.854696886549781931e-01,4.857699320700505918e-01,4.861038923653805410e-01,4.864772040166707168e-01,4.868969207878874883e-01
4.847284550407778836e-01,4.848379400118547622e-01,4.849524979106194511e-01,4.850726303115652227e-01,4.851985531320539557e-01
4.841629382179039043e-01,4.841629382179039043e-01,4.841629382179039043e-01,4.841629382179039043e-01,4.841629382179039043e-01
