2.824600499874307946e-01,2.842370330518021460e-01,2.862474110924688731e-01,2.884755003696030107e-01,2.909049409938683217e-01
2.829750319146228099e-01,2.845839556767804090e-01,2.864077193034566537e-01,2.884333408152636169e-01,2.906470896796800041e-01
2.833294220706734645e-01,2.847682175177620456e-01,2.864022792332965306e-01,2.882211710315052411e-01,2.902135972469551684e-01
2.835572644083529381e-01,2.848238384585110028e-01,2.862650807022676380e-01,2.878729190881027522e-01,2.896384107419279763e-01
2.836837393954281250e-01,2.847759717485224273e-01,2.860212580633808566e-01,2.874135258939973792e-01,2.889461335208916015e-01
2.837278627054182767e-01,2.846436079802434627e-01,2.856897171241919997e-01,2.868619011549053965e-01,2.881554246918245354e-01
2.837040447433945012e-01,2.844411190316314952e-01,2.852847893525972678e-01,2.862322466285065481e-01,2.872803890361742551e-01
2.836233525801168387e-01,2.841795446862519503e-01,2.848174425909677510e-01,2.855354345919668413e-01,2.863317224962447227e-01
2.834943027858539688e-01,2.838673814269889739e-01,2.842961201276501537e-01,2.847797840715335926e-01,2.853175639094910343e-01
2.833234462217885108e-01,2.835111362619474606e-01,2.837272622725584004e-01,2.839716401774452503e-01,2.842440570780102593e-01
2.831156995480980099e-01,2.831156995480980099e-01,2.831156995480980099e-01,2.831156995480980099e-01,2.831156995480980099e-01
