1.642994619012643209e-01,2.135074853639602477e-01,2.525377809014901498e-01,2.842829498743846273e-01,3.106807116064582708e-01
1.283725588484523339e-01,1.803467750852778551e-01,2.220189358933517543e-01,2.560018118718889735e-01,2.842829498743846273e-01
8.745816295683206398e-02,1.409400165461004439e-01,1.854352458297461315e-01,2.220189452598082536e-01,2.525377809014901498e-01
4.707054247483921650e-02,9.452988587054322878e-02,1.409400178835961137e-01,1.803467923343203827e-01,2.135074853639602477e-01
2.229221627067279332e-02,4.707054247483921650e-02,8.745816295683206398e-02,1.283725588484523339e-01,1.642994619012629887e-01
1.240100746807648591e-02,1.993298819998012839e-02,3.653619364614013598e-02,6.633590411634682216e-02,1.015324822647842851e-01
8.095645265472350971e-03,1.060862780314808518e-02,1.475575739171886003e-02,2.229221627067279332e-02,3.653619364614013598e-02
5.808902092307444143e-03,6.796713106638763158e-03,8.095645265472350971e-03,9.868327664029230561e-03,1.240100751958994607e-02
4.413091000354474325e-03,4.812910163510819572e-03,5.273408015697311768e-03,5.808902092307444143e-03,6.438633378830105336e-03
3.479127205484933150e-03,3.612459911047083416e-03,3.753711325732211890e-03,3.903650059728591692e-03,4.062880367091459277e-03
2.813193660453516820e-03,2.813193660453516820e-03,2.813193660453516820e-03,2.813193660453516820e-03,2.813193660453516820e-03
