3.453993267314934279e-01,3.626265391145329087e-01,3.803050016764900620e-01,3.979873886648379600e-01,4.153286020889266350e-01
3.402683414137739337e-01,3.563597601533073922e-01,3.730238442114937047e-01,3.898445656454121444e-01,4.064898560990322096e-01
3.349655491587490985e-01,3.498229497892578754e-01,3.653569832182496091e-01,3.811895449092216337e-01,3.970081995570118316e-01
3.294815961957296979e-01,3.429972077339145109e-01,3.572711270117703286e-01,3.719697217263142619e-01,3.868073026642477874e-01
3.238064326165364104e-01,3.358616679920811698e-01,3.487288051269717970e-01,3.621246667025357358e-01,3.757978048024044337e-01
3.179292542464117188e-01,3.283933939771176425e-01,3.396877924481738198e-01,3.515845539903763584e-01,3.638738742374628687e-01
3.118383002863979181e-01,3.205670148582959733e-01,3.301001763628479413e-01,3.402683414137754880e-01,3.509093965158422979e-01
3.055210475111561630e-01,3.123544472159250907e-01,3.199114739123884998e-01,3.280811408656116868e-01,3.367528007075021312e-01
2.989635381108798340e-01,3.037242215237948573e-01,3.090593334936055925e-01,3.149113455530713201e-01,3.212199846317442820e-01
2.921511474885113424e-01,2.946415564237232498e-01,2.974722613609009914e-01,3.006262239044177331e-01,3.040850744715165588e-01
2.850677148954695594e-01,2.850677148954695594e-01,2.850677148954695594e-01,2.850677148954695594e-01,2.850677148954695594e-01
